id,employee_id:id,skill_id:id,skill_type_id:id,skill_level_id:id
employee_skill_98,employee_16,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_99,employee_16,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_100,employee_16,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_101,employee_16,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_102,employee_16,hr_skill_patience,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_103,employee_16,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_104,employee_16,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_105,employee_17,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_106,employee_17,hr_skill_german,hr_skill_type_lang,hr_skill_level_c2
employee_skill_107,employee_17,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_108,employee_17,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_109,employee_17,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_110,employee_17,hr_skill_patience,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_111,employee_17,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_112,employee_17,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_113,employee_18,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_114,employee_18,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_115,employee_18,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_116,employee_18,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_117,employee_18,hr_skill_patience,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_118,employee_18,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_119,employee_18,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_120,employee_18,hr_skill_arabic,hr_skill_type_lang,hr_skill_level_c2
employee_skill_121,employee_19,hr_skill_english,hr_skill_type_lang,hr_skill_level_c2
employee_skill_122,employee_19,hr_skill_french,hr_skill_type_lang,hr_skill_level_a1
employee_skill_123,employee_19,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_124,employee_19,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_125,employee_19,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_126,employee_19,hr_skill_patience,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_127,employee_19,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_128,employee_20,hr_skill_english,hr_skill_type_lang,hr_skill_level_c2
employee_skill_129,employee_20,hr_skill_french,hr_skill_type_lang,hr_skill_level_a1
employee_skill_130,employee_20,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_131,employee_20,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_132,employee_20,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_133,employee_20,hr_skill_patience,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_134,employee_20,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_135,employee_20,hr_skill_german,hr_skill_type_lang,hr_skill_level_c2
employee_skill_136,employee_21,hr_skill_english,hr_skill_type_lang,hr_skill_level_c2
employee_skill_137,employee_21,hr_skill_french,hr_skill_type_lang,hr_skill_level_a1
employee_skill_138,employee_21,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_139,employee_21,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_140,employee_21,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_141,employee_21,hr_skill_leadership,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_142,employee_21,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_143,employee_21,hr_skill_urdu,hr_skill_type_lang,hr_skill_level_c2
employee_skill_144,employee_22,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_145,employee_22,hr_skill_french,hr_skill_type_lang,hr_skill_level_b2
employee_skill_146,employee_22,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_147,employee_22,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_148,employee_22,hr_skill_visual,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_149,employee_22,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_150,employee_22,hr_skill_leadership,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_151,employee_22,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_152,employee_23,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_153,employee_23,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_154,employee_23,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_155,employee_23,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_156,employee_23,hr_skill_patience,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_157,employee_23,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_158,employee_23,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_159,employee_23,hr_skill_urdu,hr_skill_type_lang,hr_skill_level_c2



employee_skill_246,employee_36,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_247,employee_36,hr_skill_urdu,hr_skill_type_lang,hr_skill_level_b2
employee_skill_248,employee_36,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_249,employee_36,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_250,employee_36,hr_skill_visual,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_251,employee_36,hr_skill_leadership,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_252,employee_36,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_253,employee_36,hr_skill_performance,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_254,employee_37,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_255,employee_37,hr_skill_urdu,hr_skill_type_lang,hr_skill_level_c2
employee_skill_256,employee_37,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_257,employee_37,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_258,employee_37,hr_skill_visual,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_259,employee_37,hr_skill_leadership,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_260,employee_37,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_261,employee_37,hr_skill_performance,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_262,employee_38,hr_skill_french,hr_skill_type_lang,hr_skill_level_c1
employee_skill_263,employee_38,hr_skill_english,hr_skill_type_lang,hr_skill_level_c2
employee_skill_264,employee_38,hr_skill_analytics,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_265,employee_38,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_266,employee_38,hr_skill_visual,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_267,employee_38,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_268,employee_38,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_269,employee_38,hr_skill_leadership,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_270,employee_38,hr_skill_performance,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_271,employee_38,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_272,employee_38,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl3




employee_skill_284,employee_40,hr_skill_french,hr_skill_type_lang,hr_skill_level_c1
employee_skill_285,employee_40,hr_skill_english,hr_skill_type_lang,hr_skill_level_c2
employee_skill_286,employee_40,hr_skill_analytics,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_287,employee_40,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_288,employee_40,hr_skill_visual,hr_skill_type_comm,hr_skill_level_cl2
employee_skill_289,employee_40,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_290,employee_40,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_291,employee_40,hr_skill_leadership,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_292,employee_40,hr_skill_performance,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_293,employee_40,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_294,employee_40,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_295,employee_41,hr_skill_english,hr_skill_type_lang,hr_skill_level_c2
employee_skill_296,employee_41,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_297,employee_41,hr_skill_visual,hr_skill_type_comm,hr_skill_level_cl2
employee_skill_298,employee_41,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_299,employee_41,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_300,employee_41,hr_skill_leadership,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_301,employee_41,hr_skill_performance,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_302,employee_41,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_303,employee_41,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_304,employee_41,hr_skill_js,hr_skill_type_dev,hr_skill_level_expert
employee_skill_305,employee_41,hr_skill_python,hr_skill_type_dev,hr_skill_level_advanced
employee_skill_306,employee_41,hr_skill_c,hr_skill_type_dev,hr_skill_level_intermediate
employee_skill_307,employee_41,hr_skill_android,hr_skill_type_dev,hr_skill_level_advanced
employee_skill_308,employee_41,hr_skill_nosql,hr_skill_type_dev,hr_skill_level_expert
employee_skill_309,employee_42,hr_skill_english,hr_skill_type_lang,hr_skill_level_c2
employee_skill_310,employee_42,hr_skill_visual,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_311,employee_42,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_312,employee_42,hr_skill_performance,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_313,employee_42,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_314,employee_42,hr_skill_js,hr_skill_type_dev,hr_skill_level_advanced
employee_skill_315,employee_42,hr_skill_python,hr_skill_type_dev,hr_skill_level_intermediate
employee_skill_316,employee_42,hr_skill_nosql,hr_skill_type_dev,hr_skill_level_expert
employee_skill_317,employee_43,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_318,employee_43,hr_skill_urdu,hr_skill_type_lang,hr_skill_level_c2
employee_skill_319,employee_43,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_320,employee_43,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_321,employee_43,hr_skill_leadership,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_322,employee_43,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_323,employee_43,hr_skill_performance,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_324,employee_44,hr_skill_english,hr_skill_type_lang,hr_skill_level_c2
employee_skill_325,employee_44,hr_skill_visual,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_326,employee_44,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_327,employee_44,hr_skill_performance,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_328,employee_44,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_329,employee_44,hr_skill_js,hr_skill_type_dev,hr_skill_level_advanced
employee_skill_330,employee_44,hr_skill_python,hr_skill_type_dev,hr_skill_level_intermediate
employee_skill_331,employee_44,hr_skill_c,hr_skill_type_dev,hr_skill_level_advanced
employee_skill_332,employee_45,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_333,employee_45,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_334,employee_45,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_335,employee_45,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_336,employee_45,hr_skill_patience,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_337,employee_45,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_338,employee_45,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_339,employee_46,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_340,employee_46,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_341,employee_46,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_342,employee_46,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_343,employee_46,hr_skill_patience,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_344,employee_46,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_345,employee_46,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4


employee_skill_353,employee_48,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_354,employee_48,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_355,employee_48,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_356,employee_48,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_357,employee_48,hr_skill_patience,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_358,employee_48,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_359,employee_48,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_360,employee_49,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_361,employee_49,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_362,employee_49,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_363,employee_49,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_364,employee_49,hr_skill_patience,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_365,employee_49,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_366,employee_49,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_367,employee_50,hr_skill_english,hr_skill_type_lang,hr_skill_level_c1
employee_skill_368,employee_50,hr_skill_public,hr_skill_type_comm,hr_skill_level_cl4
employee_skill_369,employee_50,hr_skill_written,hr_skill_type_comm,hr_skill_level_cl3
employee_skill_370,employee_50,hr_skill_com,hr_skill_type_train_teach,hr_skill_level_tl4
employee_skill_371,employee_50,hr_skill_patience,hr_skill_type_train_teach,hr_skill_level_tl3
employee_skill_372,employee_50,hr_skill_mentoring,hr_skill_type_train_teach,hr_skill_level_tl2
employee_skill_373,employee_50,hr_skill_self_discipline,hr_skill_type_train_teach,hr_skill_level_tl4
